filename;x;y;
/dex_hit_in_shield.png;1;1
/agl_sweep.png;51;1
/agl_rage.png;101;1
/dex_dance_fear.png;151;1
/dex_deep_trauma.png;201;1
/left_hit.png;251;1
/dex_immobilization.png;301;1
/all_uniq.png;351;1
/agl_secret_efficiency.png;401;1
/end_lid_secret.png;401;1
/hail_of_blows.png;451;1
/dex_crack_shot.png;501;1
/dex_prepearing_position.png;551;1
/dex_snake_blow.png;601;1
/dex_suppression.png;651;1
/dex_pour.png;701;1
/dex_adjust.png;751;1
/agl_jab.png;801;1
/dex_leap_hit.png;851;1
/dex_continuous_shoting.png;901;1
/dex_handle_blow.png;951;1
/agl_secret_control.png;1001;1
/dex_multiblow.png;1051;1
/agl_cirblow_big.png;1101;1
/dex_weapon_throw.png;1151;1
/dex_scary_shot.png;1201;1
/dex_adrenaline.png;1251;1
/double_blow.png;1301;1
/dex_whistling_arows.png;1351;1
/agl_poop.png;1401;1
/agl_disarm_throw.png;1451;1
/right_hit.png;1501;1
/dex_eyes_shots.png;1551;1
/dex_antblow.png;1601;1
/dex_mobility.png;1651;1
/lion_hit.png;1701;1
/dex_throw_the_brand.png;1751;1
/dex_beast_roar.png;1801;1
/agl_shiel_blow.png;1851;1
/dex_fast_blows.png;1901;1
/dex_gouge.png;1951;1
/dex_porcupine_defence.png;1;51
/dex_penetrate_blows.png;51;51
/agl_counterattacks_secret.png;101;51
/fast_lunge.png;151;51
/dex_thorny_trap.png;201;51
/agl_wipe.png;251;51
/agl_irrepressible.png;301;51
