filename;x;y;
/klenin_skin.png;1;1
/tusha_zmei.png;51;1
/lance.png;101;1
/egg.png;151;1
/gorshok_old.png;201;1
/doe_skin.png;251;1
/lizzard_tong.png;301;1
/zoa_heart.png;351;1
/numu_mask.png;401;1
/white_mouse.png;451;1
/rhino_horn.png;501;1
/boar_carcass.png;551;1
/leopard_head.png;601;1
/boroda_dedmoroz.png;651;1
/grif_head.png;701;1
/tna_skull.png;751;1
/ozherele.png;801;1
/ram_skin.png;851;1
/boar_tails.png;901;1
/korzina.png;951;1
/gnu_gnu.png;1001;1
/bear_tai.png;1051;1
/default.png;1101;1
/turtle_armor.png;1151;1
/kostoch.png;1201;1
/deer_horn.png;1251;1
/dead_frog.png;1301;1
/cod_liver_oil_jar.png;1351;1
/zhelt_cvet.png;1401;1
/chipper.png;1451;1
/tara_mail.png;1501;1
/sharp_leopard_claw.png;1551;1
/fox_cloak.png;1601;1
/groa_horns.png;1651;1
/glaz_budugai.png;1701;1
/ostrich_feathers.png;1751;1
/ibon_head.png;1801;1
/fox_tail.png;1851;1
/pearl_necklace.png;1901;1
/serp.png;1951;1
/wolfs_leg.png;1;51
/green_snake-.png;51;51
/green_snake.png;51;51
/gorshok.png;101;51
/water_pitcher.png;151;51
/white_snake.png;201;51
/brown_bear.png;251;51
/gorshok_fire.png;301;51
/wolf_liver.png;351;51
/pre_mother_statue_2.png;401;51
/sablezubi.png;451;51
/shkur_kozl.png;501;51
/amu_ra_head.png;551;51
/usuru_god.png;601;51
/ganga_bag.png;651;51
/leopard_tail.png;701;51
/pre_mother_statue.png;751;51
/jackal_tail.png;801;51
/bear_teeth.png;851;51
/maas_bag.png;901;51
/apple.png;951;51
/apple_basket.png;1001;51
/sorcerer_head.png;1051;51
/strand.png;1101;51
/сherep.png;1151;51
/vintorog_carcass.png;1201;51
/lynx_carcas.png;1251;51
/gha_fish.png;1301;51
/wolf_skin.png;1351;51
/svertok.png;1401;51
/bear_heart.png;1451;51
/chern_zmey.png;1501;51
/gorshok_fire_old.png;1551;51
/zub_dragon.png;1601;51
/fishhook.png;1651;51
/golova_barana.png;1701;51
/dudochk.png;1751;51
/moon_flower.png;1801;51
/stone5.png;1851;51
/poslan.png;1901;51
/cakes_basket.png;1951;51
/bracelet_peach.png;1;101
/mohnonog_cap.png;51;101
/doe_carcas.png;101;101
/gazelle_meat.png;151;101
/muflon_meat.png;151;101
/list_sush.png;201;101
/eat_necklace.png;251;101
/snake_poison.png;301;101
/pigs_head.png;351;101
