filename;x;y;
/harpoon.png;1;1
/hunt0.png;51;1
/hunt8.png;101;1
/alpine_goat.png;151;1
/hunt6.png;201;1
/boar.png;251;1
/fox.png;301;1
/hunt1.png;351;1
/hunt2.png;401;1
/vulture.png;451;1
/spear2.png;501;1
/white_snake.png;551;1
/porcupine.png;601;1
/spear4.png;651;1
/hunt3.png;701;1
/caracal.png;751;1
/polecat.png;801;1
/white_snake_1.png;851;1
/varan.png;901;1
/cheetah.png;951;1
/blackbear.png;1001;1
/snow_leopard.png;1051;1
/spear1.png;1101;1
/mamba.png;1151;1
/leopard.png;1201;1
/hunt9.png;1251;1
/crocodile.png;1301;1
/hunt4.png;1351;1
/ostrich.png;1401;1
/viper.png;1451;1
/efa.png;1501;1
/moufflon.png;1551;1
/hunt10.png;1601;1
/hat.png;1651;1
/wolf.png;1701;1
/mountain_ram.png;1751;1
/hunt11.png;1801;1
/buffalo.png;1851;1
/pangolin.png;1901;1
/hunt5.png;1951;1
/jackal.png;1;51
/turtle.png;51;51
/ibex.png;101;51
/gazelle.png;151;51
/dhole.png;201;51
/hunt7.png;251;51
/little_boar.png;301;51
/spear3.png;351;51
/snow_ram.png;401;51
/smilodon.png;451;51
