filename;x;y;
/1/lower.png;1;1
/3/lower.png;1;1
/6/lower.png;1;1
/9/lower.png;1;1
/1/cloak.png;51;1
/3/cloak.png;51;1
/6/cloak.png;51;1
/9/cloak.png;51;1
/21/upcloth.png;101;1
/24/upcloth.png;101;1
/27/upcloth.png;101;1
/30/upcloth.png;101;1
/12/cloak.png;151;1
/15/cloak.png;151;1
/18/cloak.png;151;1
/1/braclet.png;201;1
/3/braclet.png;201;1
/6/braclet.png;201;1
/9/braclet.png;201;1
/21/cloak.png;251;1
/24/cloak.png;251;1
/27/cloak.png;251;1
/30/cloak.png;251;1
/21/hat.png;301;1
/24/hat.png;301;1
/27/hat.png;301;1
/30/hat.png;301;1
/12/boots.png;351;1
/15/boots.png;351;1
/18/boots.png;351;1
/21/braclet.png;401;1
/24/braclet.png;401;1
/27/braclet.png;401;1
/30/braclet.png;401;1
/12/lower.png;451;1
/15/lower.png;451;1
/18/lower.png;451;1
/21/neck.png;501;1
/24/neck.png;501;1
/27/neck.png;501;1
/30/neck.png;501;1
/1/boots.png;551;1
/3/boots.png;551;1
/6/boots.png;551;1
/9/boots.png;551;1
/1/upcloth.png;601;1
/3/upcloth.png;601;1
/6/upcloth.png;601;1
/9/upcloth.png;601;1
/21/boots.png;651;1
/24/boots.png;651;1
/27/boots.png;651;1
/30/boots.png;651;1
/21/lower.png;701;1
/24/lower.png;701;1
/27/lower.png;701;1
/30/lower.png;701;1
/12/hat.png;751;1
/15/hat.png;751;1
/18/hat.png;751;1
/12/braclet.png;801;1
/15/braclet.png;801;1
/18/braclet.png;801;1
/1/neck.png;851;1
/3/neck.png;851;1
/6/neck.png;851;1
/9/neck.png;851;1
/12/upcloth.png;901;1
/15/upcloth.png;901;1
/18/upcloth.png;901;1
/1/hat.png;951;1
/3/hat.png;951;1
/6/hat.png;951;1
/9/hat.png;951;1
/12/neck.png;1001;1
/15/neck.png;1001;1
/18/neck.png;1001;1
